Key,Source,Context,Changes,English,French,German,Klingon,Spanish
mmLoadingTip8,,Loading Screen Tooltip 8,KgNone,Crouching will enter Stealth mode and make you harder to see.,Crouching will enter Stealth mode and make you harder to see.,"Wenn du dich duckst, begibst du dich in den Tarnmodus, wodurch man dich schlechter sehen kann.","Si te agachas, entrarás en modo Sigilo y será más difícil que te vean.",
mmLoadingTip8_button,,Loading Screen Tooltip 8,KgNone,Crouching {0} will enter Stealth mode and make you harder to see.,Crouching {0} will enter Stealth mode and make you harder to see.,"Wenn du dich duckst {0}, begibst du dich in den Tarnmodus, wodurch man dich schlechter sehen kann.","Si te agachas {0}, entrarás en modo Sigilo y será más difícil que te vean.",
mmLoadingTip9,,Loading Screen Tooltip 9,KgNone,Use the controller shortcuts to quickly Craft or Equip selected items in your Inventory.,Use the controller shortcuts to quickly Craft or Equip selected items in your Inventory.,"Verwende die Controller-Tastenkürzel, um schnell ausgewählte Gegenstände in deinem Inventar zu fertigen oder auszurüsten.",Usa los atajos del mando para fabricar o equipar rápidamente los objetos seleccionados en tu inventario.,
mmLoadingTip9_button,,Loading Screen Tooltip 9,KgNone,Use the controller shortcuts {0} to quickly Craft or Equip selected items in your Inventory.,Use the controller shortcuts {0} to quickly Craft or Equip selected items in your Inventory.,"Verwende die Controller-Tastenkürzel {0}, um schnell ausgewählte Gegenstände in deinem Inventar zu fertigen oder auszurüsten.",Usa los atajos del mando {0} para fabricar o equipar rápidamente los objetos seleccionados en tu inventario.,
aealToS,,Main Menu Account Linking,KgNone,Please accept the Terms of Service.,Please accept the Terms of Service.,Bitte akzeptiere die Nutzungsbedingungen.,,Acepta los Términos de servicio.
mmBtnJoin,,Main Menu Account Linking,KgNone,JOIN,JOIN,BEITRETEN,,UNIRSE
mmBtnLinkEmail,,Main Menu Account Linking,KgNone,EMAIL*,EMAIL*,E-MAIL-ADRESSE*,,CORREO ELECTRÓNICO*
mmBtnLinkOptIn,,Main Menu Account Linking,KgNone,Keep me informed via email,Keep me informed via email,Haltet mich per E-Mail auf dem Laufenden,,Manténganme informado por correo electrónico.
mmBtnLinkPassword,,Main Menu Account Linking,KgNone,PASSWORD*,PASSWORD*,PASSWORT*,,CONTRASEÑA*
mmBtnLinkToS,,Main Menu Account Linking,KgNone,"By clicking Join, you agree to accept\nthe terms of service. See: ttg.io./tos/","By clicking Join, you agree to accept\nthe terms of service. See: ttg.io./tos/","Wenn du auf „Beitreten“ klickst, akzeptierst du\ndie Nutzungsbedingungen. Siehe: ttg.io./tos/","Al hacer clic en Unirse, aceptas\nlos términos de servicio. Consulta: ttg.io./tos/",
mmBtnSignIn,,Main Menu Account Linking,KgNone,SIGN IN,SIGN IN,ANMELDEN,,INICIAR SESIÓN
mmLblLinkConnectingInfo,,Main Menu Account Linking,KgNone,Connecting to server...,Connecting to server...,Verbindung zum Server …,,Conectando al servidor...
mmLblLinkConnectingTitle,,Main Menu Account Linking,KgNone,CONNECTING,CONNECTING,VERBINDUNG WIRD HERGESTELLT …,,CONECTANDO
mmLblLinkInfo1,,Main Menu Account Linking,KgNone,Join the community and be the first to know about 7 Days game updates and DLC content!,Join the community and be the first to know about 7 Days game updates and DLC content!,Werde Teil der Community und erfahre als Erstes von Spielupdates und DLC-Inhalten für 7 Days!,,¡Únete a la comunidad y sé el primero en enterarte de cuándo hay actualizaciones y nuevo contenido descargable para 7 Days!
mmLblLinkInfo2,,Main Menu Account Linking,KgNone,Create an account or log in now!,Create an account or log in now!,Erstelle ein Konto oder logge dich jetzt ein!,,¡Crea una cuenta o inicia sesión!
mmLblLinkInfo3,,Main Menu Account Linking,KgNone,More on Telltale accounts perks at: telltale.com/accounts,More on Telltale accounts perks at: telltale.com/accounts,Hier erfährst du mehr zu den Vorteilen eines Telltale-Kontos: telltale.com/accounts,,Descubre más ventajas de las cuentas de Telltale en: telltale.com/accounts
mmLblLinkJoinInfo,,Main Menu Account Linking,KgNone,Complete the necessary* fields to create a Telltale Games Account.,Complete the necessary* fields to create a Telltale Games Account.,"Fülle die erforderlichen* Felder aus, um ein Telltale Games-Konto zu erstellen.",Completa los campos necesarios* para crear una cuenta de Telltale Games.,
mmLblLinkSignedInInfo,,Main Menu Account Linking,KgNone,"Thanks for signing into your Telltale Games Account! To learn more about the benefits of your account and participate in the Telltale Community, visit telltale.com/accounts.","Thanks for signing into your Telltale Games Account! To learn more about the benefits of your account and participate in the Telltale Community, visit telltale.com/accounts.","Vielen Dank für das Anmelden bei deinem Telltale Games-Konto! Besuche telltale.com/accounts, um mehr über die Vorteile deines Kontos zu erfahren und Teil der Telltale-Community zu werden.","¡Gracias por iniciar sesión con tu cuenta de Telltale Games! Para obtener más información sobre los beneficios de tu cuenta y participar en la comunidad de Tellate, visita telltale.com/accounts",
mmLblLinkSignedInTitle,,Main Menu Account Linking,KgNone,ALREADY SIGNED IN,ALREADY SIGNED IN,BEREITS ANGEMELDET,,YA INICIASTE SESIÓN
mmLblLinkSignInInfo,,Main Menu Account Linking,KgNone,Complete the necessary* fields to sign into Telltale Games.,Complete the necessary* fields to sign into Telltale Games.,"Fülle die erforderlichen* Felder aus, um dich bei deinem Telltale Games-Konto anzumelden.",Completa los campos necesarios* para iniciar sesión en Telltale Games.,
mmLblLinkSuccessInfo,,Main Menu Account Linking,KgNone,"You have successfully signed into your Telltale Games account and will be automatically logged in whenever you relaunch your game. For more information about your account, please visit telltale.com/accounts.","You have successfully signed into your Telltale Games account and will be automatically logged in whenever you relaunch your game. For more information about your account, please visit telltale.com/accounts.","Du hast dich erfolgreich bei deinem Telltale Games-Konto angemeldet und wirst jedes Mal automatisch eingeloggt, wenn du dein Spiel neu startest. Für weitere Informationen zu deinem Konto besuche bitte telltale.com/accounts.","Te conectaste a tu cuenta de Telltale Games correctamente. Cuando vuelvas a ejecutar el juego, la sesión se iniciará automáticamente. Para obtener más información sobre tu cuenta, visita telltale.com/accounts",
mmLblLinkSuccessTitle,,Main Menu Account Linking,KgNone,SIGNED IN,SIGNED IN,ANGEMELDET,,SESIÓN INICIADA
mmLblLinkTitle,,Main Menu Account Linking,KgNone,MAXIMIZE YOUR 7 DAYS TO DIE EXPERIENCE,MAXIMIZE YOUR 7 DAYS TO DIE EXPERIENCE,MAXIMIERE DEIN SPIELERLEBNIS MIT 7 DAYS TO DIE,,AMPLÍA TU EXPERIENCIA EN 7 DAYS TO DIE
mmArmLength,,Main Menu Character Creation,KgNone,ARM LENGTH,ARM LENGTH,ARMLÄNGE,,LONGITUD DE LOS BRAZOS
mmArmWidth,,Main Menu Character Creation,KgNone,ARM WIDTH,ARM WIDTH,ARMDICKE,,ANCHURA DE LOS BRAZOS
mmBaseHair,,Main Menu Character Creation,KgNone,BASE HAIR,BASE HAIR,STANDARD-FRISUR,,PELO BASE
mmBelly,,Main Menu Character Creation,KgNone,BELLY,BELLY,BAUCH,,BARRIGA
mmBodyType,,Main Menu Character Creation,KgNone,BODY TYPE,BODY TYPE,KÖRPERTYP,,TIPO DE CUERPO
mmBreastSize,,Main Menu Character Creation,KgNone,CHEST SIZE,CHEST SIZE,GRÖSSE DES BRUSTKORBS,,TAMAÑO DEL PECHO
mmBtnBody,,Main Menu Character Creation,KgNone,BODY,BODY,KÖRPER,,CUERPO
mmBtnCreateNewProfile,,Main Menu Character Creation,KgNone,CREATE NEW,CREATE NEW,NEU ERSTELLEN,,CREAR NUEVO
mmBtnCreateProfile,,Main Menu Character Creation,KgNone,CREATE...,CREATE...,ERSTELLEN …,,CREAR...
mmBtnFace,,Main Menu Character Creation,KgNone,FACE,FACE,GESICHT,,ROSTRO
mmBtnHair,,Main Menu Character Creation,KgNone,HAIR,HAIR,HAARE,,PELO
mmBtnHead,,Main Menu Character Creation,KgNone,HEAD,HEAD,KOPF,,CABEZA
mmBtnRandomize,,Main Menu Character Creation,KgNone,RANDOMIZE,RANDOMIZE,ZUFÄLLIG GENERIEREN,,AL AZAR
mmBtnSave,,Main Menu Character Creation,KgNone,SAVE,SAVE,SPEICHERN,,GUARDAR
mmCharCreation,,Main Menu Character Creation,KgNone,CHARACTER CREATION,CHARACTER CREATION,CHARAKTERERSTELLUNG,,CREACIÓN DE PERSONAJES
mmCheekPosition,,Main Menu Character Creation,KgNone,CHEEK POSITION,CHEEK POSITION,LAGE DER WANGENKNOCHEN,,POSICIÓN DE LAS MEJILLAS
mmCheekSize,,Main Menu Character Creation,KgNone,CHEEK SIZE,CHEEK SIZE,GRÖSSE DER WANGEN,,TAMAÑO DE LAS MEJILLAS
mmChinPosition,,Main Menu Character Creation,KgNone,CHIN POSITION,CHIN POSITION,LAGE DES KINNS,,POSICIÓN DE LA BARBILLA
mmChinPronounced,,Main Menu Character Creation,KgNone,CHIN PRONOUNCED,CHIN PRONOUNCED,AUSPRÄGUNG DES KINNS,,BARBILLA PRONUNCIADA
mmChinSize,,Main Menu Character Creation,KgNone,CHIN SIZE,CHIN SIZE,GRÖSSE DES KINNS,,TAMAÑO DE LA BARBILLA
mmEarsPosition,,Main Menu Character Creation,KgNone,EAR POSITION,EAR POSITION,LAGE DER OHREN,,POSICIÓN DE LAS OREJAS
mmEarsRotation,,Main Menu Character Creation,KgNone,EAR ROTATION,EAR ROTATION,STELLUNG DER OHREN,,ROTACIÓN DE LAS OREJAS
mmEarsSize,,Main Menu Character Creation,KgNone,EAR SIZE,EAR SIZE,GRÖSSE DER OHREN,,TAMAÑO DE LAS OREJAS
mmEyeColor,,Main Menu Character Creation,KgNone,EYE COLOR,EYE COLOR,AUGENFARBE,,COLOR DE OJOS
mmEyeRotation,,Main Menu Character Creation,KgNone,EYE ROTATION,EYE ROTATION,STELLUNG DER AUGEN,,ROTACIÓN DE LOS OJOS
mmEyeSize,,Main Menu Character Creation,KgNone,EYE SIZE,EYE SIZE,GRÖSSE DER AUGEN,,TAMAÑO DE LOS OJOS
mmFacialHair,,Main Menu Character Creation,KgNone,FACIAL HAIR,FACIAL HAIR,GESICHTSBEHAARUNG,,VELLO FACIAL
mmFeetSize,,Main Menu Character Creation,KgNone,FOOT SIZE,FOOT SIZE,GRÖSSE DER FÜSSE,,TAMAÑO DE LOS PIES
mmForearmLength,,Main Menu Character Creation,KgNone,FOREARM LENGTH,FOREARM LENGTH,LÄNGE DES UNTERARMS,,LONGITUD DEL ANTEBRAZO
mmForearmWidth,,Main Menu Character Creation,KgNone,FOREARM WIDTH,FOREARM WIDTH,DICKE DES UNTERARMS,,ANCHURA DEL ANTEBRAZO
mmForeheadPosition,,Main Menu Character Creation,KgNone,FOREHEAD POSITION,FOREHEAD POSITION,LAGE DER STIRN,,POSICIÓN DE LA FRENTE
mmForeheadSize,,Main Menu Character Creation,KgNone,FOREHEAD SIZE,FOREHEAD SIZE,GRÖSSE DER STIRN,,TAMAÑO DE LA FRENTE
mmGender,,Main Menu Character Creation,KgNone,GENDER,GENDER,GESCHLECHT,,SEXO
mmGluteusSize,,Main Menu Character Creation,KgNone,GLUTEUS SIZE,GLUTEUS SIZE,GRÖSSE DER GESÄSSMUSKELN,,TAMAÑO DE LOS GLÚTEOS
mmHairAfro,,Main Menu Character Creation,KgNone,AFRO,AFRO,AFRO-LOOK,,AFRO
mmHairColor,,Main Menu Character Creation,KgNone,HAIR COLOR,HAIR COLOR,HAARFARBE,,COLOR DE PELO
mmHairDreds,,Main Menu Character Creation,KgNone,DREADS,DREADS,DREADLOCKS,,RASTAS
mmHairShaggyHat,,Main Menu Character Creation,KgNone,SHAGGY HAT,SHAGGY HAT,ZOTTELHAARE MIT HUT,,SOMBRERO ENMARAÑADO
mmHandsSize,,Main Menu Character Creation,KgNone,HAND SIZE,HAND SIZE,GRÖSSE DER HÄNDE,,TAMAÑO DE LAS MANOS
mmHeadSize,,Main Menu Character Creation,KgNone,HEAD SIZE,HEAD SIZE,KOPFGRÖSSE (VERTIKAL),,TAMAÑO DE LA CABEZA
mmHeadWidth,,Main Menu Character Creation,KgNone,HEAD WIDTH,HEAD WIDTH,KOPFGRÖSSE (HORIZONTAL),,ANCHURA DE LA CABEZA
mmHeight,,Main Menu Character Creation,KgNone,HEIGHT,HEIGHT,KÖRPERGRÖSSE,,ESTATURA
mmJawsPosition,,Main Menu Character Creation,KgNone,JAW POSITION,JAW POSITION,LAGE DES OBERKIEFERS,,POSICIÓN DE LA MANDÍBULA
mmJawsSize,,Main Menu Character Creation,KgNone,JAW SIZE,JAW SIZE,GRÖSSE DES OBERKIEFERS,,TAMAÑO DE LA MANDÍBULA
mmLawmanMustache,,Main Menu Character Creation,KgNone,LAWMAN MUSTACHE,LAWMAN MUSTACHE,ZWIRBELBART,,BIGOTE DE POLICÍA
mmLblConfirmProfileDelete,,Main Menu Character Creation,KgNone,ARE YOU SURE YOU WANT TO DELETE THIS CHARACTER?,ARE YOU SURE YOU WANT TO DELETE THIS CHARACTER?,"BIST DU SICHER, DASS DU DIESEN CHARAKTER LÖSCHEN MÖCHTEST?",¿SEGURO QUE QUIERES BORRAR ESTE PERSONAJE?,
mmLblConfirmWorldDelete,,Main Menu Character Creation,KgNone,ARE YOU SURE YOU WANT TO DELETE THIS WORLD?,ARE YOU SURE YOU WANT TO DELETE THIS WORLD?,"BIST DU SICHER, DASS DU DIESE WELT LÖSCHEN MÖCHTEST?",¿SEGURO QUE QUIERES BORRAR ESTE MUNDO?,
mmLblDelete,,Main Menu Character Creation,KgNone,DELETE,DELETE,LÖSCHEN,,BORRAR
mmLblEdit,,Main Menu Character Creation,KgNone,EDIT,EDIT,BEARBEITEN,,EDITAR
mmLblEnterNamePopupText,,Main Menu Character Creation,KgNone,PLEASE ENTER A NAME FOR THIS CHARACTER,PLEASE ENTER A NAME FOR THIS CHARACTER,BITTE GIB EINEN NAMEN FÜR DIESEN CHARAKTER EIN,,INGRESA UN NOMBRE PARA ESTE PERSONAJE
mmLblEnterNamePopupTitle,,Main Menu Character Creation,KgNone,ENTER NAME,ENTER NAME,NAMEN EINGEBEN,,INGRESAR NOMBRE
mmLblFemale,,Main Menu Character Creation,KgNone,FEMALE,FEMALE,WEIBLICH,,MUJER
mmLblInvalidName,,Main Menu Character Creation,KgNone,INVALID NAME,INVALID NAME,UNZULÄSSIGER NAME,,NOMBRE INVÁLIDO
mmLblInvalidNameDesc,,Main Menu Character Creation,KgNone,NAME CANNOT BE EMPTY OR USE THE SAME NAME AS ANOTHER CHARACTER.,NAME CANNOT BE EMPTY OR USE THE SAME NAME AS ANOTHER CHARACTER.,NAME DARF NICHT LEER BLEIBEN ODER EIN BEREITS AN EINEN ANDEREN CHARAKTER VERGEBENER NAME SEIN,,EL NOMBRE NO PUEDE ESTAR VACÍO NI SER EL DE OTRO PERSONAJE.
mmLblMale,,Main Menu Character Creation,KgNone,MALE,MALE,MÄNNLICH,,HOMBRE
mmLblNoProfile,,Main Menu Character Creation,KgNone,YOU DO NOT HAVE ANY CHARACTER SELECTED. PLEASE CREATE AND/OR SELECT ONE.,YOU DO NOT HAVE ANY CHARACTER SELECTED. PLEASE CREATE AND/OR SELECT ONE.,DU HAST KEINEN CHARAKTER AUSGEWÄHLT. BITTE WÄHLE EINEN AUS ODER ERSTELLE EINEN.,,NO TIENES NINGÚN PERSONAJE SELECCIONADO. CREA O SELECCIONA UNO.
mmLblNotImple,,Main Menu Character Creation,KgNone,NOT IMPLEMENTED,NOT IMPLEMENTED,NICHT IMPLEMENTIERT,,SIN IMPLEMENTAR
mmLblOk,,Main Menu Character Creation,KgNone,OK,OK,OK,,ACEPTAR
mmLblProfileName,,Main Menu Character Creation,KgNone,CHARACTER NAME,CHARACTER NAME,CHARAKTERNAME,,NOMBRE DEL PERSONAJE
mmLegSeparation,,Main Menu Character Creation,KgNone,LEG SEPARATION,LEG SEPARATION,SCHRITT,,SEPARACIÓN DE LAS PIERNAS
mmLegsSize,,Main Menu Character Creation,KgNone,LEG SIZE,LEG SIZE,LÄNGE DER BEINE,,TAMAÑO DE LAS PIERNAS
mmLipsSize,,Main Menu Character Creation,KgNone,LIP SIZE,LIP SIZE,GRÖSSE DER LIPPEN,,TAMAÑO DE LOS LABIOS
mmLowCheekPosition,,Main Menu Character Creation,KgNone,LOWER CHEEK POSITION,LOWER CHEEK POSITION,HÖHE DER WANGE,,BAJAR POSICIÓN DE LAS MEJILLAS
mmLowCheekPronounced,,Main Menu Character Creation,KgNone,LOWER CHEEK PRONOUNCED,LOWER CHEEK PRONOUNCED,AUSPRÄGUNG DER WANGE,,REDUCIR PRONUNCIADO DE LAS MEJILLAS
mmLowerMuscle,,Main Menu Character Creation,KgNone,LOWER MUSCLE,LOWER MUSCLE,UNTERSCHENKELMUSKULATUR,,REDUCIR MÚSCULOS
mmLowerWeight,,Main Menu Character Creation,KgNone,LOWER WEIGHT,LOWER WEIGHT,UNTERSCHENKELGEWICHTUNG,,REDUCIR PESO
mmMandibleSize,,Main Menu Character Creation,KgNone,MANDIBLE SIZE,MANDIBLE SIZE,GRÖSSE DES UNTERKIEFERS,,TAMAÑO DE LA QUIJADA
mmMohawk,,Main Menu Character Creation,KgNone,MOHAWK,MOHAWK,IROKESENSCHNITT,,MOHAWK
mmMouthSize,,Main Menu Character Creation,KgNone,MOUTH SIZE,MOUTH SIZE,GRÖSSE DES MUNDES,,TAMAÑO DE LA BOCA
mmNeckThickness,,Main Menu Character Creation,KgNone,NECK,NECK,HALS,,CUELLO
mmNone,,Main Menu Character Creation,KgNone,NONE,NONE,KEINE,,NADA
mmNoseCurve,,Main Menu Character Creation,KgNone,NOSE CURVE,NOSE CURVE,WÖLBUNG DER NASE,,CURVATURA DE LA NARIZ
mmNoseFlatten,,Main Menu Character Creation,KgNone,NOSE FLATTEN,NOSE FLATTEN,VERLAUF DER NASE,,NARIZ APLANADA
mmNoseInclination,,Main Menu Character Creation,KgNone,NOSE INCLINATION,NOSE INCLINATION,NEIGUNG DER NASENSPITZE,,INCLINACIÓN DE LA NARIZ
mmNosePosition,,Main Menu Character Creation,KgNone,NOSE POSITION,NOSE POSITION,LAGE DER NASE,,POSICIÓN DE LA NARIZ
mmNosePronounced,,Main Menu Character Creation,KgNone,NOSE PRONOUNCED,NOSE PRONOUNCED,AUSPRÄGUNG DER NASE,,NARIZ PRONUNCIADA
mmNoseSize,,Main Menu Character Creation,KgNone,NOSE SIZE,NOSE SIZE,GRÖSSE DER NASE,,TAMAÑO DE LA NARIZ
mmNoseWidth,,Main Menu Character Creation,KgNone,NOSE WIDTH,NOSE WIDTH,BREITE DER NASE,,ANCHURA DE LA NARIZ
mmRegentMustache,,Main Menu Character Creation,KgNone,REGENT MUSTACHE,REGENT MUSTACHE,MAGNUM-SCHNURRBART,,BIGOTE DE PRÍNCIPE
mmShaggyBeard,,Main Menu Character Creation,KgNone,SHAGGY BEARD,SHAGGY BEARD,ZOTTELBART,,BARBA ENMARAÑADA
mmShaggyGoatee,,Main Menu Character Creation,KgNone,SHAGGY GOATEE,SHAGGY GOATEE,ZOTTELIGER SPITZBART,,CANDADO ENMARAÑADO
mmShaggyHair,,Main Menu Character Creation,KgNone,SHAGGY HAIR,SHAGGY HAIR,ZOTTELHAARE,,PELO ENMARAÑADO
mmSkinColor,,Main Menu Character Creation,KgNone,SKIN COLOR,SKIN COLOR,HAUTFARBE,,COLOR DE PIEL
mmSpaniardGoatee,,Main Menu Character Creation,KgNone,SPANIARD GOATEE,SPANIARD GOATEE,SPANISCHER SPITZBART,,CANDADO ESPAÑOL
mmTextName,,Main Menu Character Creation,KgNone,NAME,NAME,NAME,,NOMBRE
mmUpperMuscle,,Main Menu Character Creation,KgNone,UPPER MUSCLE,UPPER MUSCLE,OBERSCHENKELMUSKULATUR,,AUMENTAR MÚSCULOS
mmUpperWeight,,Main Menu Character Creation,KgNone,UPPER WEIGHT,UPPER WEIGHT,OBERSCHENKELGEWICHTUNG,,AUMENTAR PESO
mmWaist,,Main Menu Character Creation,KgNone,WAIST,WAIST,TAILLE,,CINTURA
mmHours,,Main Menu Continue Game Daylight Length Description,KgNone,{0} Hours,{0} Hours,{0} Stunden,,{0} horas
mmDLCinstalled,,Main Menu DLC Popup,KgNone,New Content has been installed. Would you like to return to the title screen to enable its use?,New Content has been installed. Would you like to return to the title screen to enable its use?,"Es wurden neue Inhalte installiert. Möchtest du zum Titelbildschirm zurückkehren, um deren Verwendung zu ermöglichen?",Se ha instalado contenido nuevo. ¿Quieres volver a la pantalla de inicio para activarlo?,
mmDLCTitle,,Main Menu DLC Popup,KgNone,New Content,New Content,Neue Inhalte,,Contenido nuevo
mmGoAirDropFrequency,,Main Menu Game Options,KgNone,AIR DROPS,AIR DROPS,ABWURF AUS DER LUFT,,SUMINISTROS AÉREOS
mmGoAirDropValue,,Main Menu Game Options,KgNone,EVERY {0} DAY(S),EVERY {0} DAY(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAirDropValues,,Main Menu Game Options,KgNone,EVERY {0} DAY(S),EVERY {0} DAY(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAll,,Main Menu Game Options,KgNone,EVERYTHING,EVERYTHING,ALLES,,TODO
mmGoBackpack,,Main Menu Game Options,KgNone,BACKPACK ONLY,BACKPACK ONLY,NUR RUCKSACK,,SOLO MOCHILA
mmGoBlockDurability,,Main Menu Game Options,KgNone,BLOCK DURABILITY,BLOCK DURABILITY,HALTBARKEIT DER BLÖCKE,,DURABILIDAD DE BLOQUES
mmGoBlockDurabilityValue,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoBlockDurabilityValues,,Main Menu Game Options,KgNone,{0}%,{0}%,{0} %,,{0} %
mmGoBuildCreate,,Main Menu Game Options,KgNone,CHEAT MODE,CHEAT MODE,CHEAT-MODUS,,MODO CON TRUCOS
mmGoCategoryAdvancedOptions,,Main Menu Game Options,KgNone,MODDED OPTIONS,MODDED OPTIONS,MODIFIZIERTE OPTIONEN,,OPCIONES MODIFICADAS
mmGoCategoryGameOptions,,Main Menu Game Options,KgNone,STANDARD OPTIONS,STANDARD OPTIONS,STANDARD-OPTIONEN,,OPCIONES ESTÁNDAR
mmGoCategoryMultiplayer,,Main Menu Game Options,KgNone,MULTIPLAYER,MULTIPLAYER,MEHRSPIELER,,MULTIJUGADOR
mmGoCraftTimer,,Main Menu Game Options,KgNone,CRAFT TIMER,CRAFT TIMER,FERTIGUNGS-TIMER,,CRONÓMETRO DE FABRICACIÓN
mmGoDay,,Main Menu Game Options,KgNone,{0} DAY,{0} DAY,{0} TAG,,{0} DÍA
mmGoDayCount,,Main Menu Game Options,KgNone,MATCH LENGTH:,MATCH LENGTH:,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoDayCountDesc,,Main Menu Game Options,KgNone,NUMBER OF DAYS PER MATCH.,NUMBER OF DAYS PER MATCH.,ANZAHL DER TAGE PRO MATCH.,,CANTIDAD DE DÍAS POR PARTIDA.
mmGoDayLength,,Main Menu Game Options,KgNone,24 HOUR CYCLE,24 HOUR CYCLE,24-STUNDEN-ZYKLUS,,CICLOS DE 24 HORAS
mmGoDayLightLength,,Main Menu Game Options,KgNone,DAYLIGHT LENGTH,DAYLIGHT LENGTH,DAUER DES TAGESLICHTS,,DURACIÓN DE LA LUZ DIURNA
mmGoDayLightLengthValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDayLightLengthValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDays,,Main Menu Game Options,KgNone,{0} DAYS,{0} DAYS,{0} TAGE,,{0} DÍAS
mmGoDeleteAll,,Main Menu Game Options,KgNone,DELETE ALL,DELETE ALL,ALLES LÖSCHEN,,BORRAR TODO
mmGoDifficulty,,Main Menu Game Options,KgNone,DIFFICULTY SETTINGS,DIFFICULTY SETTINGS,EINSTELLUNG DES SCHWIERIGKEITSGRADS,,OPCIONES DE DIFICULTAD
mmGoDifficulty1,,Main Menu Game Options,KgNone,SCAVENGER,SCAVENGER,PLÜNDERER,,CARROÑERO
mmGoDifficulty2,,Main Menu Game Options,KgNone,ADVENTURER,ADVENTURER,ABENTEURER,,AVENTURERO
mmGoDifficulty3,,Main Menu Game Options,KgNone,NOMAD,NOMAD,NOMADE,,NÓMADA
mmGoDifficulty4,,Main Menu Game Options,KgNone,WARRIOR,WARRIOR,KRIEGER,,GUERRERO
mmGoDifficulty5,,Main Menu Game Options,KgNone,SURVIVALIST,SURVIVALIST,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
mmGoDifficulty6,,Main Menu Game Options,KgNone,INSANE,INSANE,IRRER,,DEMENTE
mmGoDisabled,,Main Menu Game Options,KgNone,DISABLED,DISABLED,DEAKTIVIERT,,DESHABILITADO
mmGoDropOnDeath,,Main Menu Game Options,KgNone,DROP ON DEATH,DROP ON DEATH,FALLENLASSEN BEI TOD,,SOLTAR AL MORIR
mmGoDropOnQuit,,Main Menu Game Options,KgNone,DROP ON QUIT,DROP ON QUIT,FALLENLASSEN BEI VERLASSEN DES SPIELS,,SOLTAR AL SALIR
mmGoEnemyDifficulty,,Main Menu Game Options,KgNone,ENEMY AGGRESSION,ENEMY AGGRESSION,GEGNERISCHE AGGRESSIVITÄT,,AGRESIÓN ENEMIGA
mmGoEnemyDifficultyFeral,,Main Menu Game Options,KgNone,FERAL,FERAL,WILD,,SALVAJE
mmGoEnemyDifficultyNormal,,Main Menu Game Options,KgNone,NORMAL,NORMAL,NORMAL,,NORMAL
mmGoEnemySenseMemory,,Main Menu Game Options,KgNone,ENEMY MEMORY,ENEMY MEMORY,GEDÄCHTNIS DER GEGNER,,MEMORIA ENEMIGA
mmGoEnemySpawn,,Main Menu Game Options,KgNone,ENEMY SPAWNING:,ENEMY SPAWNING:,ERSCHEINEN DER GEGNER:,,APARICIÓN DE ENEMIGOS:
mmGoEnemySpawnMode,,Main Menu Game Options,KgNone,ENEMY SPAWNING,ENEMY SPAWNING,ERSCHEINEN DER GEGNER,,APARICIÓN DE ENEMIGOS
mmGoFast,,Main Menu Game Options,KgNone,FAST,FAST,SCHNELL,,RÁPIDO
mmGoFrag,,Main Menu Game Options,KgNone,{0} FRAG,{0} FRAG,{0} FRAG,,{0} BAJA
mmGoFragLimit,,Main Menu Game Options,KgNone,FRAG LIMIT:,FRAG LIMIT:,FRAG-LIMIT:,,LÍMITE DE BAJAS:
mmGoFrags,,Main Menu Game Options,KgNone,{0} FRAGS,{0} FRAGS,{0} FRAGS,,{0} BAJAS
mmGoFriendlyFire,,Main Menu Game Options,KgNone,FRIENDLY FIRE,FRIENDLY FIRE,EIGENBESCHUSS,,FUEGO AMISTOSO
mmGoGameMode,,Main Menu Game Options,KgNone,GAME MODE,GAME MODE,SPIELMODUS,,MODO DE JUEGO
mmGoGameName,,Main Menu Game Options,KgNone,GAME NAME,GAME NAME,SPIELNAME,,NOMBRE DE LA PARTIDA
mmGoGameWorld,,Main Menu Game Options,KgNone,GAME WORLD,GAME WORLD,SPIELWELT,,MUNDO DE LA PARTIDA
mmGoHigh,,Main Menu Game Options,KgNone,HIGH,HIGH,HOCH,,ALTO
mmGoHighQuality,,Main Menu Game Options,KgNone,HIGH QUALITY,HIGH QUALITY,HOHE QUALITÄT,,MUY ALTO
mmGoInfinite,,Main Menu Game Options,KgNone,INFINITE,INFINITE,UNENDLICH,,INFINITO
mmGoLandClaimDeadZone,,Main Menu Game Options,KgNone,CLAIM DEADZONE,CLAIM DEADZONE,TODESZONE DES GEBIETS,,RECLAMAR ZONA MUERTA
mmGoLandClaimDeadZoneValue,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDeadZoneValues,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCKS.,{0} BLÖCKE:,,BLOQUES: {0}
